gene_accession,A_B1_alignment_dedup,PT010H2T0_alignment_dedup,A_P1_alignment_dedup,A_P2_alignment_dedup,A_B2_alignment_dedup,UK034D1T0_alignment_dedup,PT131D1T0_alignment_dedup,UK020D1T0_alignment_dedup,UK008H1T0_alignment_dedup,A_H2_alignment_dedup,A_H1_alignment_dedup
MEG_907|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,131.0,0,0,0,0,0,0
MEG_7271|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIA,0,62.0,0,0,0,0,0,0,0,0,0
MEG_817|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,145.0,119.0
MEG_969|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,186.0,111.0,46.0,0,31.0,0,0,45.0,44.0
MEG_806|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,24.0,0,0,0,0,0,0,0
MEG_6806|Drugs|betalactams|Class_A_betalactamases|TEM,127.0,0,37.0,188.0,36.0,0,493.0,0,0,0,0
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,1722.0,1086.0,1704.0,1861.0,1468.0,355.0,1781.0,1845.0,1691.0,75.0,76.0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,217.0,249.0,172.0,466.0,128.0,41.0,678.0,789.0,605.0,0,0
MEG_3619|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0,0,133.0,101.0,0,0,23.0,0,0,705.0,827.0
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,0,0,10.0,54.0,0,0,0,0,0,0,12.0
MEG_6967|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET31,0,0,25.0,42.0,0,0,0,0,0,0,18.0
MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2015.0,1320.0,850.0,894.0,2518.0,0,963.0,0,226.0,1473.0,2207.0
MEG_4043|Drugs|MLS|Macrolide_phosphotransferases|MPHE,0,0,0,0,0,0,0,0,0,429.0,585.0
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,2375.0,1871.0,2318.0,2464.0,2403.0,1498.0,2135.0,2222.0,2191.0,2403.0,2411.0
MEG_6081|Drugs|betalactams|Class_A_betalactamases|ROB,43.0,0,20.0,26.0,48.0,0,0,0,0,0,0
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,2105.0,1656.0,2030.0,2285.0,1666.0,562.0,2186.0,2219.0,2078.0,91.0,76.0
MEG_6096|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,5152.0,5151.0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,933.0,576.0,978.0,1161.0,369.0,151.0,1068.0,834.0,601.0,20.0,40.0
MEG_3895|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,49.0,0,0,0,0
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,3488.0,2753.0,3428.0,3727.0,3043.0,1085.0,3644.0,3729.0,3479.0,173.0,195.0
MEG_6623|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,373.0,0,0,0,0,537.0,529.0
MEG_3121|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,56.0,0
MEG_2743|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,644.0,765.0
MEG_2527|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,15.0,0,0,0,0,0,0,0,0,0
MEG_5827|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE,0,0,0,0,0,0,0,0,0,87.0,88.0
MEG_2902|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,326.0,0,0,0,1389.0,0,0,0,0,0,0
MEG_8644|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0,0,0,0,0,118.0,185.0,0,0,0,0
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,4434.0,2907.0,4278.0,4640.0,3833.0,1122.0,4535.0,4629.0,4443.0,185.0,216.0
MEG_6593|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,87.0,10.0,51.0,51.0,222.0,0,0,0,0,406.0,362.0
MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,1590.0,1166.0,1599.0,1590.0,1603.0,358.0,0,0,0,697.0,1380.0
MEG_7204|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETU,0,0,0,0,0,0,0,0,0,0,11.0
MEG_3809|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,612.0,0,0,0,0,1128.0,1287.0
MEG_142|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,531.0,0,0,0,0,280.0,0,131.0,0,0
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,1507.0,971.0,1426.0,1610.0,1269.0,494.0,1560.0,1546.0,1484.0,85.0,80.0
MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1651.0,71.0,1648.0,1874.0,796.0,0,0,0,0,0,16.0
MEG_6157|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,93.0,0,0,0,0,0,0,0,0
MEG_1131|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,0,0,0,0,0,0,0,0,4.0,0
MEG_6777|Drugs|betalactams|Class_A_betalactamases|TEM,148.0,0,79.0,265.0,37.0,0,604.0,0,0,0,0
MEG_6695|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,68.0,0,0,0,0
MEG_2059|Metals|Copper_resistance|Copper_resistance_protein|COPG,0,0,0,6.0,0,13.0,0,0,0,103.0,98.0
MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,167.0,356.0,1524.0,1518.0,211.0,1106.0,0,0,0,1502.0,1508.0
MEG_6746|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,26.0,65.0,0,0,340.0,0,0,0,0
MEG_6615|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,624.0,78.0,457.0,605.0,1027.0,0,0,0,0,1304.0,1295.0
MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,74.0,48.0,26.0,0,0,0,0,234.0,241.0
MEG_6596|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,73.0,0,30.0,0,214.0,0,0,0,0,521.0,471.0
MEG_819|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,118.0,145.0
MEG_4676|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,385.0,501.0
MEG_1008|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,53.0,0,1115.0,1062.0,99.0,0,0,0,47.0,0,0
MEG_4974|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,527.0,619.0
MEG_1744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEE,0,0,201.0,103.0,27.0,0,0,0,0,0,0
MEG_4068|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA,0,0,10.0,0,0,10.0,283.0,0,0,0,0
MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,2450.0,1955.0,2195.0,2167.0,2454.0,2375.0,0,2138.0,1130.0,129.0,292.0
MEG_7041|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1275.0,72.0,1293.0,1592.0,542.0,0,0,0,0,0,0
MEG_738|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,0,6.0,0,0,0,0,0,0,0
MEG_7176|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,3232.0,2994.0,3455.0,3278.0,3242.0,369.0,0,0,1910.0,572.0,698.0
MEG_7057|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,57.0,0,132.0,254.0,104.0,0,0,0,0,729.0,897.0
MEG_1633|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATS,0,573.0,24.0,66.0,74.0,0,0,0,532.0,25.0,75.0
MEG_5371|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,543.0,0,0,0,0,0,0,0,0
MEG_4745|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,597.0,769.0
MEG_5831|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,129.0,33.0,101.0,111.0,183.0,0,0,0,0,185.0,191.0
MEG_2750|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,605.0,777.0
MEG_6805|Drugs|betalactams|Class_A_betalactamases|TEM,70.0,103.0,0,0,0,92.0,451.0,0,48.0,0,0
MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2046.0,1222.0,1192.0,876.0,2330.0,0,1274.0,0,352.0,990.0,1574.0
MEG_3607|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,0,0,142.0,100.0,0,0,0,0,0,0,0
MEG_774|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,38.0,20.0,0,0,0,0,0,67.0,76.0
MEG_5327|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,267.0,0,0,0,0,490.0,0,413.0,0,0
MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,3059.0,2469.0,2912.0,2765.0,3086.0,3073.0,2924.0,2067.0,2799.0,906.0,1230.0
MEG_7232|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,2483.0,1174.0,3192.0,3063.0,2522.0,0,0,0,973.0,295.0,335.0
MEG_7600|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,0,59.0,0,0,0,0,0,0,0,0,0
MEG_2915|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,75.0,0,0,0,0,0,0,0,0,50.0,50.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,662.0,73.0,622.0,698.0,589.0,112.0,667.0,670.0,626.0,33.0,32.0
MEG_3243|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,402.0,401.0
MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3631.0,3539.0,3658.0,3652.0,3635.0,3224.0,0,2875.0,3531.0,1713.0,1937.0
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,1539.0,781.0,1520.0,1574.0,1492.0,503.0,1468.0,1496.0,1418.0,69.0,136.0
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,3357.0,800.0,2818.0,3662.0,2348.0,367.0,2452.0,3151.0,2066.0,112.0,130.0
MEG_903|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,177.0,0,0,0,0,14.0,26.0
MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3161.0,1833.0,3417.0,3393.0,3300.0,0,0,0,500.0,1951.0,2257.0
MEG_6990|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,0,0,81.0,423.0,0,0,0,0,0,224.0,508.0
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,556.0,451.0,731.0,697.0,621.0,281.0,0,0,0,1495.0,1478.0
MEG_2802|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,415.0,637.0,646.0,567.0,365.0,0,0,0,0,255.0,361.0
MEG_767|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,7.0,0,223.0,97.0,39.0,0,27.0,0,0,41.0,24.0
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,631.0,442.0,629.0,656.0,576.0,157.0,621.0,661.0,589.0,30.0,34.0
MEG_1687|Drugs|betalactams|Class_A_betalactamases|CFX,354.0,553.0,972.0,1106.0,648.0,122.0,0,0,342.0,51.0,85.0
MEG_7174|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1542.0,1727.0,2016.0,1837.0,1447.0,0,0,0,1707.0,144.0,195.0
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,2220.0,1744.0,2062.0,2155.0,2342.0,1783.0,1279.0,1103.0,1615.0,2345.0,2325.0
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,5944.0,4454.0,5842.0,6212.0,5190.0,1885.0,6102.0,6176.0,5824.0,340.0,336.0
MEG_7396|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,0,373.0,287.0,293.0,0,39.0,0,0,0,48.0,101.0
MEG_5254|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,634.0,361.0,0,0,0,0,0,0,0
MEG_933|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,119.0,54.0,0,0,33.0,0,0,0,19.0
MEG_3609|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB,106.0,215.0,1387.0,1349.0,107.0,845.0,0,0,0,1300.0,1371.0
MEG_5267|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,30.0,39.0
MEG_136|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,27.0
MEG_4673|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,520.0,623.0
MEG_1563|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,287.0,0,0,0,965.0,0,0,0,0,0,0
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2977.0,1542.0,2576.0,4140.0,2194.0,386.0,3355.0,2939.0,2370.0,79.0,90.0
MEG_6838|Drugs|betalactams|Class_A_betalactamases|TEM,108.0,0,48.0,176.0,25.0,0,553.0,0,0,0,0
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,3077.0,2823.0,708.0,1590.0,143.0,90.0,0,0,90.0,74.0,48.0
MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0,0,0,0,306.0,0,0,0,0,230.0,316.0
MEG_5224|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,988.0,1018.0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1146.0,807.0,1106.0,1227.0,944.0,283.0,1220.0,1282.0,1190.0,32.0,46.0
MEG_1207|Drugs|betalactams|Class_A_betalactamases|BCL,0,0,0,0,9.0,0,0,0,0,0,0
MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX,498.0,777.0,1398.0,1529.0,828.0,124.0,0,0,401.0,44.0,117.0
MEG_4971|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,800.0,931.0
MEG_6765|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,103.0,0,0,326.0,0,0,0,0
MEG_7155|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2128.0,2045.0,2290.0,2236.0,2119.0,2279.0,2267.0,1758.0,2125.0,827.0,1103.0
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,299.0,176.0,510.0,581.0,345.0,141.0,0,0,21.0,822.0,749.0
MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,15.0,0,0,0,0,0,0,0,0
MEG_773|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,66.0,50.0
MEG_4421|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,506.0,629.0
MEG_59|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,0,5.0
MEG_2576|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRD,6.0,0,17.0,30.0,0,0,0,0,0,0,0
MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,1530.0,999.0,617.0,0,64.0,1470.0,0,663.0,0,0
MEG_2744|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,1163.0,1232.0
MEG_3099|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,77.0,51.0
MEG_331|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,12.0,14.0
MEG_974|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,17.0,24.0,0,0,0,0,0,59.0,70.0
MEG_6726|Drugs|betalactams|Class_A_betalactamases|TEM,215.0,0,78.0,230.0,46.0,0,707.0,0,0,0,0
MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,2381.0,162.0,2266.0,2270.0,2381.0,1462.0,1241.0,162.0,0,151.0,199.0
MEG_815|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,236.0,228.0
MEG_2687|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,186.0,254.0,192.0,477.0,135.0,39.0,686.0,784.0,597.0,0,0
MEG_6664|Drugs|betalactams|Class_A_betalactamases|TEM,39.0,0,20.0,68.0,0,0,372.0,0,0,0,0
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,1277.0,923.0,1236.0,1309.0,1127.0,408.0,1210.0,1193.0,1126.0,82.0,95.0
MEG_7841|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB,328.0,255.0,306.0,380.0,279.0,95.0,356.0,378.0,332.0,15.0,14.0
MEG_83|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,676.0,0,0,0,0,394.0,0,198.0,0,0
MEG_3784|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,0,0,0,0,100.0,0,0,0,0
MEG_6597|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,116.0,13.0,79.0,113.0,369.0,0,0,0,0,595.0,559.0
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,2274.0,1494.0,2174.0,2644.0,1774.0,440.0,2524.0,2588.0,2354.0,53.0,67.0
MEG_6923|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,682.0,0,0,0,0
MEG_3182|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,118.0,0,0,0,237.0,113.0,0,0,0,0
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,2357.0,1928.0,2078.0,2160.0,2512.0,1929.0,1477.0,1235.0,1822.0,2701.0,2654.0
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,1888.0,1404.0,1682.0,2480.0,1355.0,387.0,2403.0,2615.0,2238.0,42.0,62.0
MEG_3093|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,81.0,91.0
MEG_4728|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,622.0,684.0
MEG_2808|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,1335.0,0,393.0,1120.0,1358.0,0,0,0,0,192.0,172.0
MEG_758|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,205.0,249.0
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,998.0,0,1129.0,1269.0,1765.0,82.0,691.0,1000.0,689.0,27.0,0
MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,0,0,0,393.0,0,0,536.0,710.0,431.0,0,0
MEG_8248|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD1,0,0,0,0,0,0,0,0,0,2686.0,2577.0
MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,1339.0,737.0,1344.0,1334.0,1340.0,127.0,0,0,0,1314.0,1361.0
MEG_8153|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,402.0,405.0
MEG_7062|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,123.0,0,200.0,354.0,131.0,0,0,0,0,992.0,1127.0
MEG_2751|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,1030.0,1260.0
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,611.0,425.0,573.0,690.0,497.0,106.0,659.0,693.0,623.0,16.0,21.0
MEG_5781|Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation,748.0,0,0,0,1224.0,0,0,0,0,0,0
MEG_951|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,29.0,0,407.0,261.0,40.0,0,0,0,0,36.0,38.0
MEG_6932|Drugs|betalactams|Class_A_betalactamases|TEM,414.0,0,206.0,510.0,156.0,0,853.0,0,0,0,0
MEG_130|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,7.0
MEG_2547|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,238.0,0,0,0,0,0,0
MEG_7127|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1431.0,477.0,1055.0,1241.0,1733.0,1265.0,1353.0,0,427.0,139.0,282.0
MEG_6692|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,183.0,0,0,0,0
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,12.0,402.0,560.0,552.0,12.0,151.0,418.0,0,267.0,242.0,352.0
MEG_1030|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,168.0,619.0,0,0,0,0,0,0,0
MEG_2664|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,0,0,0,0,0,0,0,0,0,141.0,122.0
MEG_7098|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,658.0,0,1693.0,2466.0,821.0,0,0,0,0,0,40.0
MEG_6867|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,496.0,0,0,519.0,0,0,0,0
MEG_3899|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXA,0,71.0,0,0,0,0,0,0,0,0,0
MEG_1731|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0,0,32.0,0,0,0,52.0,0,0,16.0,0
MEG_5796|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|PMRA,0,117.0,0,0,0,0,264.0,0,298.0,0,0
MEG_1761|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,0,32.0
MEG_3871|Metals|Mercury_resistance|Mercury_resistance_protein|MERG,0,0,0,0,0,0,0,0,0,0,13.0
MEG_956|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,75.0,0,0,0,11.0,0,0,0,16.0
MEG_8253|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1112.0,0,1408.0,1326.0,1248.0,0,0,0,0,3694.0,3666.0
MEG_6993|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,2318.0,2252.0,2360.0,2350.0,2241.0,1680.0,0,1103.0,2178.0,329.0,482.0
MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX,517.0,822.0,1336.0,1459.0,938.0,159.0,0,25.0,431.0,32.0,123.0
MEG_7626|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,53.0,0,1129.0,1102.0,91.0,0,0,0,0,32.0,46.0
MEG_909|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,187.0,0,0,0,0,0,24.0
MEG_6951|Drugs|betalactams|Class_A_betalactamases|TEM,210.0,0,104.0,305.0,46.0,0,766.0,0,0,0,0
MEG_7234|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,2005.0,2020.0,3015.0,2989.0,1959.0,1115.0,0,0,1968.0,509.0,694.0
MEG_6885|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,161.0,0,0,0,0
MEG_7110|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2859.0,939.0,1079.0,1344.0,2957.0,0,1758.0,0,500.0,961.0,1430.0
MEG_1770|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,22.0,29.0
MEG_7040|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,911.0,0,960.0,1138.0,391.0,0,0,0,0,0,0
MEG_6097|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,662.0,0,0,0,0,0,438.0,572.0
MEG_786|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,68.0,50.0,0,0,43.0,0,0,43.0,28.0
MEG_7064|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,20.0,0,57.0,116.0,22.0,0,0,0,0,213.0,277.0
MEG_7355|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,0,0,13.0,0,0,0,0,0,0,0,0
